Acquired on 3/17/2019 at 11:55:21
Device Descriptor:  [none]
Number of Scan Averages:  1
Time Domain Window Resolution Bandwidth (pm):  1.538331
Filter Resolution Bandwidth (pm):  9.680021
Convolved Resolution Bandwidth (pm):  9.801493

X Axis - Wavelength (nm)	X Axis - Frequency (GHz)	Insertion Loss (dB)
   1.52535814E+003	1.96539062E+005	-3.15468444E+001
   1.52535938E+003	1.96538902E+005	-3.14825176E+001
   1.52536062E+003	1.96538743E+005	-3.14510127E+001
   1.52536186E+003	1.96538583E+005	-3.14640241E+001
   1.52536310E+003	1.96538423E+005	-3.14689441E+001
   1.52536434E+003	1.96538264E+005	-3.14605633E+001
   1.52536558E+003	1.96538104E+005	-3.15027887E+001
   1.52536682E+003	1.96537944E+005	-3.16110912E+001
   1.52536805E+003	1.96537785E+005	-3.16980519E+001
   1.52536929E+003	1.96537625E+005	-3.16870964E+001
   1.52537053E+003	1.96537465E+005	-3.16213408E+001
   1.52537177E+003	1.96537305E+005	-3.15863209E+001
   1.52537301E+003	1.96537146E+005	-3.15767617E+001
   1.52537425E+003	1.96536986E+005	-3.15246521E+001
   1.52537549E+003	1.96536826E+005	-3.14348358E+001
   1.52537673E+003	1.96536667E+005	-3.13964463E+001
   1.52537797E+003	1.96536507E+005	-3.14520495E+001
   1.52537921E+003	1.96536347E+005	-3.15372385E+001
   1.52538045E+003	1.96536188E+005	-3.15752988E+001
   1.52538169E+003	1.96536028E+005	-3.15756280E+001
   1.52538293E+003	1.96535868E+005	-3.15889846E+001
   1.52538417E+003	1.96535708E+005	-3.16083563E+001
   1.52538541E+003	1.96535549E+005	-3.15831230E+001
   1.52538665E+003	1.96535389E+005	-3.15207398E+001
   1.52538789E+003	1.96535229E+005	-3.14947262E+001
   1.52538913E+003	1.96535070E+005	-3.15339180E+001
   1.52539036E+003	1.96534910E+005	-3.15773500E+001
   1.52539160E+003	1.96534750E+005	-3.15735419E+001
   1.52539284E+003	1.96534591E+005	-3.15666041E+001
   1.52539408E+003	1.96534431E+005	-3.16236675E+001
   1.52539532E+003	1.96534271E+005	-3.17163451E+001
   1.52539656E+003	1.96534111E+005	-3.17451937E+001
   1.52539780E+003	1.96533952E+005	-3.16769360E+001
   1.52539904E+003	1.96533792E+005	-3.15813212E+001
   1.52540028E+003	1.96533632E+005	-3.15208056E+001
   1.52540152E+003	1.96533473E+005	-3.14836914E+001
   1.52540276E+003	1.96533313E+005	-3.14484239E+001
   1.52540400E+003	1.96533153E+005	-3.14477280E+001
   1.52540524E+003	1.96532994E+005	-3.15164538E+001
   1.52540648E+003	1.96532834E+005	-3.16124975E+001
   1.52540772E+003	1.96532674E+005	-3.16515026E+001
   1.52540896E+003	1.96532514E+005	-3.16174577E+001
   1.52541020E+003	1.96532355E+005	-3.15786544E+001
   1.52541144E+003	1.96532195E+005	-3.15799081E+001
   1.52541268E+003	1.96532035E+005	-3.15786012E+001
