Acquired on 3/17/2019 at 11:52:17
Device Descriptor:  [none]
Number of Scan Averages:  1
Time Domain Window Resolution Bandwidth (pm):  1.538331
Filter Resolution Bandwidth (pm):  9.680021
Convolved Resolution Bandwidth (pm):  9.801493

X Axis - Wavelength (nm)	X Axis - Frequency (GHz)	Insertion Loss (dB)
   1.52527386E+003	1.96549922E+005	-3.18104189E+001
   1.52527510E+003	1.96549762E+005	-3.18017055E+001
   1.52527634E+003	1.96549602E+005	-3.17426122E+001
   1.52527758E+003	1.96549442E+005	-3.16920730E+001
   1.52527882E+003	1.96549283E+005	-3.17267623E+001
   1.52528006E+003	1.96549123E+005	-3.18165423E+001
   1.52528130E+003	1.96548963E+005	-3.18603362E+001
   1.52528254E+003	1.96548804E+005	-3.18299422E+001
   1.52528378E+003	1.96548644E+005	-3.17956303E+001
   1.52528502E+003	1.96548484E+005	-3.18012377E+001
   1.52528626E+003	1.96548325E+005	-3.17995248E+001
   1.52528749E+003	1.96548165E+005	-3.17422315E+001
   1.52528873E+003	1.96548005E+005	-3.16718071E+001
   1.52528997E+003	1.96547845E+005	-3.16595503E+001
   1.52529121E+003	1.96547686E+005	-3.16883042E+001
   1.52529245E+003	1.96547526E+005	-3.16757492E+001
   1.52529369E+003	1.96547366E+005	-3.16125512E+001
   1.52529493E+003	1.96547207E+005	-3.15853471E+001
   1.52529617E+003	1.96547047E+005	-3.16380198E+001
   1.52529741E+003	1.96546887E+005	-3.16965993E+001
   1.52529865E+003	1.96546728E+005	-3.16778871E+001
   1.52529989E+003	1.96546568E+005	-3.16140648E+001
   1.52530113E+003	1.96546408E+005	-3.15936235E+001
   1.52530237E+003	1.96546248E+005	-3.16268272E+001
   1.52530361E+003	1.96546089E+005	-3.16534156E+001
   1.52530485E+003	1.96545929E+005	-3.16582645E+001
   1.52530608E+003	1.96545769E+005	-3.16923220E+001
   1.52530732E+003	1.96545610E+005	-3.17711269E+001
   1.52530856E+003	1.96545450E+005	-3.18311694E+001
   1.52530980E+003	1.96545290E+005	-3.18229568E+001
   1.52531104E+003	1.96545131E+005	-3.17954418E+001
   1.52531228E+003	1.96544971E+005	-3.18309847E+001
   1.52531352E+003	1.96544811E+005	-3.19244669E+001
   1.52531476E+003	1.96544651E+005	-3.19833324E+001
   1.52531600E+003	1.96544492E+005	-3.19517162E+001
   1.52531724E+003	1.96544332E+005	-3.18753266E+001
   1.52531848E+003	1.96544172E+005	-3.18159590E+001
   1.52531972E+003	1.96544013E+005	-3.17710993E+001
   1.52532096E+003	1.96543853E+005	-3.17165487E+001
   1.52532220E+003	1.96543693E+005	-3.16745915E+001
   1.52532344E+003	1.96543534E+005	-3.16869319E+001
   1.52532468E+003	1.96543374E+005	-3.17409015E+001
   1.52532591E+003	1.96543214E+005	-3.17714378E+001
   1.52532715E+003	1.96543055E+005	-3.17489995E+001
   1.52532839E+003	1.96542895E+005	-3.17252779E+001
   1.52532963E+003	1.96542735E+005	-3.17552297E+001
   1.52533087E+003	1.96542575E+005	-3.18137858E+001
   1.52533211E+003	1.96542416E+005	-3.18455610E+001
   1.52533335E+003	1.96542256E+005	-3.18691848E+001
   1.52533459E+003	1.96542096E+005	-3.19502896E+001
   1.52533583E+003	1.96541937E+005	-3.20755172E+001
   1.52533707E+003	1.96541777E+005	-3.21381103E+001
   1.52533831E+003	1.96541617E+005	-3.20776180E+001
   1.52533955E+003	1.96541458E+005	-3.19631301E+001
   1.52534079E+003	1.96541298E+005	-3.18920690E+001
   1.52534203E+003	1.96541138E+005	-3.18736839E+001
   1.52534327E+003	1.96540978E+005	-3.18575984E+001
   1.52534451E+003	1.96540819E+005	-3.18332070E+001
   1.52534574E+003	1.96540659E+005	-3.18376377E+001
   1.52534698E+003	1.96540499E+005	-3.18742360E+001
   1.52534822E+003	1.96540340E+005	-3.18908626E+001
   1.52534946E+003	1.96540180E+005	-3.18571880E+001
   1.52535070E+003	1.96540020E+005	-3.18060770E+001
   1.52535194E+003	1.96539861E+005	-3.17714703E+001
   1.52535318E+003	1.96539701E+005	-3.17401532E+001
   1.52535442E+003	1.96539541E+005	-3.16952750E+001
