Acquired on 3/17/2019 at 11:41:38
Device Descriptor:  [none]
Number of Scan Averages:  1
Time Domain Window Resolution Bandwidth (pm):  1.538331
Filter Resolution Bandwidth (pm):  9.680021
Convolved Resolution Bandwidth (pm):  9.801493

X Axis - Wavelength (nm)	X Axis - Frequency (GHz)	Insertion Loss (dB)
   1.52530980E+003	1.96545290E+005	-5.07716363E+001
   1.52531104E+003	1.96545131E+005	-5.07921691E+001
   1.52531228E+003	1.96544971E+005	-5.09503956E+001
   1.52531352E+003	1.96544811E+005	-5.10647327E+001
   1.52531476E+003	1.96544651E+005	-5.09745546E+001
   1.52531600E+003	1.96544492E+005	-5.06916236E+001
   1.52531724E+003	1.96544332E+005	-5.04217031E+001
   1.52531848E+003	1.96544172E+005	-5.03457260E+001
   1.52531972E+003	1.96544013E+005	-5.04147738E+001
   1.52532096E+003	1.96543853E+005	-5.04340488E+001
   1.52532220E+003	1.96543693E+005	-5.03276768E+001
   1.52532344E+003	1.96543534E+005	-5.02002847E+001
   1.52532468E+003	1.96543374E+005	-5.01333285E+001
   1.52532591E+003	1.96543214E+005	-5.00465384E+001
   1.52532715E+003	1.96543055E+005	-4.97939548E+001
   1.52532839E+003	1.96542895E+005	-4.93820486E+001
   1.52532963E+003	1.96542735E+005	-4.90273286E+001
   1.52533087E+003	1.96542575E+005	-4.89751422E+001
   1.52533211E+003	1.96542416E+005	-4.93211363E+001
   1.52533335E+003	1.96542256E+005	-4.99583302E+001
   1.52533459E+003	1.96542096E+005	-5.06037891E+001
   1.52533583E+003	1.96541937E+005	-5.09328730E+001
   1.52533707E+003	1.96541777E+005	-5.08322410E+001
   1.52533831E+003	1.96541617E+005	-5.04738994E+001
   1.52533955E+003	1.96541458E+005	-5.00668905E+001
   1.52534079E+003	1.96541298E+005	-4.96880743E+001
   1.52534203E+003	1.96541138E+005	-4.93768609E+001
   1.52534327E+003	1.96540978E+005	-4.92162210E+001
   1.52534451E+003	1.96540819E+005	-4.92348667E+001
   1.52534574E+003	1.96540659E+005	-4.93394938E+001
   1.52534698E+003	1.96540499E+005	-4.94426938E+001
   1.52534822E+003	1.96540340E+005	-4.95786389E+001
   1.52534946E+003	1.96540180E+005	-4.98082030E+001
   1.52535070E+003	1.96540020E+005	-5.00958027E+001
   1.52535194E+003	1.96539861E+005	-5.03120645E+001
   1.52535318E+003	1.96539701E+005	-5.03159619E+001
   1.52535442E+003	1.96539541E+005	-5.00684456E+001
   1.52535566E+003	1.96539381E+005	-4.96639386E+001
   1.52535690E+003	1.96539222E+005	-4.92393024E+001
   1.52535814E+003	1.96539062E+005	-4.89265760E+001
   1.52535938E+003	1.96538902E+005	-4.88598695E+001
   1.52536062E+003	1.96538743E+005	-4.90936941E+001
   1.52536186E+003	1.96538583E+005	-4.95060915E+001
   1.52536310E+003	1.96538423E+005	-4.98771329E+001
   1.52536434E+003	1.96538264E+005	-5.00746403E+001
   1.52536558E+003	1.96538104E+005	-5.00859032E+001
   1.52536682E+003	1.96537944E+005	-4.99268380E+001
   1.52536805E+003	1.96537785E+005	-4.96337766E+001
   1.52536929E+003	1.96537625E+005	-4.93114380E+001
   1.52537053E+003	1.96537465E+005	-4.91206989E+001
   1.52537177E+003	1.96537305E+005	-4.91853804E+001
   1.52537301E+003	1.96537146E+005	-4.95101433E+001
   1.52537425E+003	1.96536986E+005	-5.00086358E+001
   1.52537549E+003	1.96536826E+005	-5.05840792E+001
   1.52537673E+003	1.96536667E+005	-5.11263531E+001
   1.52537797E+003	1.96536507E+005	-5.14709183E+001
   1.52537921E+003	1.96536347E+005	-5.14739256E+001
   1.52538045E+003	1.96536188E+005	-5.11439421E+001
   1.52538169E+003	1.96536028E+005	-5.06454184E+001
   1.52538293E+003	1.96535868E+005	-5.02046836E+001
   1.52538417E+003	1.96535708E+005	-5.00039358E+001
   1.52538541E+003	1.96535549E+005	-5.00644140E+001
   1.52538665E+003	1.96535389E+005	-5.02142663E+001
   1.52538789E+003	1.96535229E+005	-5.02312094E+001
   1.52538913E+003	1.96535070E+005	-5.00461511E+001
   1.52539036E+003	1.96534910E+005	-4.97703104E+001
   1.52539160E+003	1.96534750E+005	-4.95397405E+001
   1.52539284E+003	1.96534591E+005	-4.94199535E+001
   1.52539408E+003	1.96534431E+005	-4.94451186E+001
   1.52539532E+003	1.96534271E+005	-4.96490264E+001
   1.52539656E+003	1.96534111E+005	-5.00239909E+001
   1.52539780E+003	1.96533952E+005	-5.04658664E+001
   1.52539904E+003	1.96533792E+005	-5.07924755E+001
   1.52540028E+003	1.96533632E+005	-5.08951525E+001
   1.52540152E+003	1.96533473E+005	-5.08409402E+001
   1.52540276E+003	1.96533313E+005	-5.07199649E+001
   1.52540400E+003	1.96533153E+005	-5.05003192E+001
