Acquired on 3/17/2019 at 11:44:41
Device Descriptor:  [none]
Number of Scan Averages:  1
Time Domain Window Resolution Bandwidth (pm):  1.538331
Filter Resolution Bandwidth (pm):  9.680021
Convolved Resolution Bandwidth (pm):  9.801493

X Axis - Wavelength (nm)	X Axis - Frequency (GHz)	Insertion Loss (dB)
   1.52530608E+003	1.96545769E+005	-5.01688227E+001
   1.52530732E+003	1.96545610E+005	-5.01034757E+001
   1.52530856E+003	1.96545450E+005	-5.00166449E+001
   1.52530980E+003	1.96545290E+005	-4.99857764E+001
   1.52531104E+003	1.96545131E+005	-5.01549177E+001
   1.52531228E+003	1.96544971E+005	-5.04827430E+001
   1.52531352E+003	1.96544811E+005	-5.07421709E+001
   1.52531476E+003	1.96544651E+005	-5.07784321E+001
   1.52531600E+003	1.96544492E+005	-5.06692782E+001
   1.52531724E+003	1.96544332E+005	-5.05640239E+001
   1.52531848E+003	1.96544172E+005	-5.04835970E+001
   1.52531972E+003	1.96544013E+005	-5.03961057E+001
   1.52532096E+003	1.96543853E+005	-5.03941480E+001
   1.52532220E+003	1.96543693E+005	-5.05855437E+001
   1.52532344E+003	1.96543534E+005	-5.08573849E+001
   1.52532468E+003	1.96543374E+005	-5.09672704E+001
   1.52532591E+003	1.96543214E+005	-5.08491665E+001
   1.52532715E+003	1.96543055E+005	-5.06261470E+001
   1.52532839E+003	1.96542895E+005	-5.04051158E+001
   1.52532963E+003	1.96542735E+005	-5.02272440E+001
   1.52533087E+003	1.96542575E+005	-5.01205232E+001
   1.52533211E+003	1.96542416E+005	-5.00936613E+001
   1.52533335E+003	1.96542256E+005	-5.00961674E+001
   1.52533459E+003	1.96542096E+005	-5.00440913E+001
   1.52533583E+003	1.96541937E+005	-4.99162730E+001
   1.52533707E+003	1.96541777E+005	-4.97792248E+001
   1.52533831E+003	1.96541617E+005	-4.96660069E+001
   1.52533955E+003	1.96541458E+005	-4.95092565E+001
   1.52534079E+003	1.96541298E+005	-4.92910902E+001
   1.52534203E+003	1.96541138E+005	-4.91618837E+001
   1.52534327E+003	1.96540978E+005	-4.92771643E+001
   1.52534451E+003	1.96540819E+005	-4.95778783E+001
   1.52534574E+003	1.96540659E+005	-4.98205657E+001
   1.52534698E+003	1.96540499E+005	-4.98637937E+001
   1.52534822E+003	1.96540340E+005	-4.98080975E+001
   1.52534946E+003	1.96540180E+005	-4.97453227E+001
   1.52535070E+003	1.96540020E+005	-4.96122072E+001
   1.52535194E+003	1.96539861E+005	-4.94204669E+001
   1.52535318E+003	1.96539701E+005	-4.93373649E+001
   1.52535442E+003	1.96539541E+005	-4.93819803E+001
   1.52535566E+003	1.96539381E+005	-4.93216806E+001
   1.52535690E+003	1.96539222E+005	-4.90525994E+001
   1.52535814E+003	1.96539062E+005	-4.88165826E+001
   1.52535938E+003	1.96538902E+005	-4.88401544E+001
   1.52536062E+003	1.96538743E+005	-4.90324776E+001
   1.52536186E+003	1.96538583E+005	-4.91540295E+001
   1.52536310E+003	1.96538423E+005	-4.91508272E+001
   1.52536434E+003	1.96538264E+005	-4.91401131E+001
   1.52536558E+003	1.96538104E+005	-4.91384472E+001
   1.52536682E+003	1.96537944E+005	-4.90523941E+001
   1.52536805E+003	1.96537785E+005	-4.89280981E+001
   1.52536929E+003	1.96537625E+005	-4.89703051E+001
   1.52537053E+003	1.96537465E+005	-4.92602751E+001
   1.52537177E+003	1.96537305E+005	-4.96041575E+001
   1.52537301E+003	1.96537146E+005	-4.97391490E+001
   1.52537425E+003	1.96536986E+005	-4.96455803E+001
   1.52537549E+003	1.96536826E+005	-4.94812471E+001
   1.52537673E+003	1.96536667E+005	-4.92907906E+001
   1.52537797E+003	1.96536507E+005	-4.90203233E+001
   1.52537921E+003	1.96536347E+005	-4.87532725E+001
   1.52538045E+003	1.96536188E+005	-4.86913080E+001
   1.52538169E+003	1.96536028E+005	-4.88941829E+001
   1.52538293E+003	1.96535868E+005	-4.92006339E+001
   1.52538417E+003	1.96535708E+005	-4.94464121E+001
   1.52538541E+003	1.96535549E+005	-4.96510791E+001
   1.52538665E+003	1.96535389E+005	-4.98885101E+001
   1.52538789E+003	1.96535229E+005	-5.00771871E+001
   1.52538913E+003	1.96535070E+005	-5.00402694E+001
   1.52539036E+003	1.96534910E+005	-4.97595131E+001
   1.52539160E+003	1.96534750E+005	-4.93818299E+001
   1.52539284E+003	1.96534591E+005	-4.89873482E+001
   1.52539408E+003	1.96534431E+005	-4.85950500E+001
   1.52539532E+003	1.96534271E+005	-4.83194697E+001
   1.52539656E+003	1.96534111E+005	-4.82579773E+001
   1.52539780E+003	1.96533952E+005	-4.82907587E+001
   1.52539904E+003	1.96533792E+005	-4.82394986E+001
   1.52540028E+003	1.96533632E+005	-4.82010493E+001
   1.52540152E+003	1.96533473E+005	-4.84270454E+001
   1.52540276E+003	1.96533313E+005	-4.88821867E+001
   1.52540400E+003	1.96533153E+005	-4.91798356E+001
   1.52540524E+003	1.96532994E+005	-4.90989438E+001
   1.52540648E+003	1.96532834E+005	-4.88987330E+001
   1.52540772E+003	1.96532674E+005	-4.88684250E+001
   1.52540896E+003	1.96532514E+005	-4.89664960E+001
